zone_id,zone_name,centroid_lat,centroid_lon,lat_std,lon_std,total_violations,parking_related_violations,non_parking_violations,violation_density,hotspot_score,hotspot_band,top_police_station,top_junction,top_location,peak_hour_violations,morning_peak_violations,evening_peak_violations,weekend_violations,weekday_violations,night_violations,unique_violation_types,unique_vehicle_classes,unique_locations,unique_junctions,recency_weight_sum,dominant_hour,dominant_time_bucket,dominant_day_name,peak_share,violations_nov,violations_dec,violations_jan,violations_feb,violations_mar,violations_apr,month_over_month_trend,recurring_hotspot_flag
ZONE_073,Vibgyor High School Road / Whitefield Zone,12.951439568419085,77.71746167328988,0.0005910792885737054,0.0002626392010363529,399,779,41,0.004066,46.02,High,Whitefield,No Junction,"Vibgyor High School Road, Samhita Rainbow MTB Apartment, Green Garden Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",211,208,3,107,292,140,6,6,13,1,161.36262014788605,8,morning_peak,Thursday,0.5288,19,30,51,64,206,29,0.2539,1
ZONE_071,Anna Basavanna Road / Windsor Circle Zone,12.996941694358714,77.58420467997206,0.0009359556574378572,0.0004748347730436438,403,518,21,0.00276,45.82,High,Sheshadripuram,BTP032 - Windsor Circle,"Anna Basavanna Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",350,350,0,111,292,6,6,4,18,2,92.58983215428985,10,morning_peak,Thursday,0.8685,73,111,114,11,78,16,-0.2072,1
ZONE_070,"BMTC Junction, KH Road / Wilson Garden Zone",12.954128217199017,77.59167448501229,0.0017820775368481978,0.0013161860520055665,407,420,8,0.00067,45.61,High,Wilson Garden,"BTP102 - BMTC Junction, KH Road","BTS Main Road, BMTC Junction, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",269,269,0,147,260,102,6,6,34,4,82.05972079802504,9,morning_peak,Sunday,0.6609,129,75,87,59,35,22,-0.2877,1
ZONE_067,Millers Road / LRDE Zone,12.989968716115278,77.59310315529751,0.0018091659035292182,0.0013169025060048097,411,418,12,0.000923,45.45,High,High ground,BTP034 - LRDE Junction,"Millers Road, BKM Gowda Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",249,249,0,120,291,129,5,6,28,4,104.40045651415838,6,morning_peak,Wednesday,0.6058,87,103,70,42,89,20,-0.1689,1
ZONE_074,"24th Main Road / 9th Cross, 24th Main, JP Nagar Zone",12.912860512198671,77.58603575050624,0.0020865692815104616,0.000958973643049405,397,442,13,0.000701,45.39,High,J.P. Nagar,"BTP197 - 9th Cross, 24th Main, JP Nagar","9th Cross Road, Mayura Circle, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",150,148,2,150,247,120,6,6,53,3,96.534045803634,11,midday,Friday,0.3778,35,163,32,57,106,4,-0.13,1
ZONE_069,"1st Main Road / 10th Cross, Wilson Garden Zone",12.945093340980451,77.59544410149879,0.0007446356157904798,0.0009454474329780396,407,409,5,0.001626,45.38,High,Wilson Garden,"BTP123 - 10th Cross, Wilson Garden","1st Main Road, Arepanahalli, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",148,148,0,144,263,142,4,4,42,2,153.83738064951734,4,midday,Saturday,0.3636,54,60,22,133,103,35,0.0611,1
ZONE_064,5th Main Road / Vanivillas Zone,12.941664014189328,77.56708850065142,0.0010525397699390354,0.0005237887840469195,445,452,3,0.003069,44.8,High,Basavanagudi,BTP215 - Vanivillas Junction,"5th Main Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",138,138,0,131,314,276,4,4,20,2,161.94725833202563,3,night,Friday,0.3101,113,49,79,46,79,79,-0.0435,1
ZONE_068,Mysore Road / Byatarayanapura Zone,12.936076859705159,77.51803184963146,0.0006091481425356421,0.0008691528356213524,407,433,10,0.001259,44.58,High,Byatarayanapura,No Junction,"Sri Sri Sri Tiruchi Mahaswamiji Road, Gopalan Arcade, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",163,163,0,139,268,82,6,5,23,1,123.28346252336713,11,midday,Sunday,0.4005,21,82,90,94,112,8,0.0122,1
ZONE_060,Mallathahalli Road / Jnanabharathi Zone,12.960972531352459,77.51160697008196,0.00022484793396710835,0.0007142282737251292,488,525,3,0.002943,44.49,High,Jnanabharathi,No Junction,"Mallathahalli Road, Sri Gurukrupa Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",92,92,0,162,326,64,4,6,25,1,89.23768080763875,12,midday,Sunday,0.1885,78,159,133,66,30,22,-0.2578,1
ZONE_056,5th Cross Road / K.G. Halli Zone,13.035027955161627,77.62438110759058,0.0015369053848567264,0.000819623391631618,552,564,2,0.001332,44.4,High,K.G. Halli,No Junction,"5th Cross Road, Rajath Greens, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",44,44,0,228,324,432,4,6,37,1,93.13506210360455,3,night,Sunday,0.0797,51,157,212,43,89,0,-0.195,1
ZONE_061,Bellary Road / Kodigehalli Zone,13.050020058178054,77.59312607722568,0.0006995951890767284,0.00036846579321111615,483,556,19,0.003986,44.3,High,Kodigehalli,No Junction,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",127,127,0,140,343,300,6,5,11,1,116.53009974068948,3,night,Wednesday,0.2629,18,183,97,109,51,25,-0.1239,1
ZONE_065,Hosur Road / Electronic City Zone,12.840483666591686,77.6768805491066,0.0006395698060705838,0.0005212620802492452,416,573,29,0.004197,44.25,High,Electronic City,No Junction,"Hosur Road, Salarpuria Sattva Alexandria Tech Park, Veerasandra Industrial Area, Bengaluru, Karnataka. Pin-560100 (India)",193,180,13,133,283,73,7,5,10,1,93.29667651625708,9,midday,Saturday,0.4639,9,88,136,161,13,9,-0.0824,1
ZONE_075,Magadi Main Road / Kamakshipalya Zone,12.989659979878123,77.50190635052708,0.0004673287831882562,0.001645106924360435,379,426,12,0.002055,43.82,High,Kamakshipalya,No Junction,"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",171,171,0,81,298,68,7,6,15,1,133.15183002308837,10,midday,Monday,0.4512,31,65,90,53,101,39,0.0502,1
ZONE_076,Jalahalli Cross Road / Peenya Zone,13.039933378415299,77.51854056448087,0.0007215137401901509,0.0006804981187715658,366,476,48,0.001402,43.19,High,Peenya,No Junction,"Jalahalli Cross Road, Jalahalli Cross Junction, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",89,89,0,98,268,158,7,6,31,1,72.45503325160865,11,night,Monday,0.2432,42,135,71,75,31,12,-0.2145,1
ZONE_078,Mysore Road / Nayandahalli Zone,12.942067199713467,77.52565029312322,0.0022015414848751474,0.0017328454882533447,349,420,7,0.000461,43.13,High,Byatarayanapura,BTP098 - Nayandahalli Junction,"Mysore Road, Dr Ambedkar Nagar, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",100,100,0,82,267,109,7,6,30,2,94.63241006131277,11,midday,Friday,0.2865,7,60,161,34,64,23,-0.0172,1
ZONE_072,Allalasandra Main Road / Yelahanka Zone,13.093635496774194,77.5942196471464,0.0006213609410553238,0.0001919137577366628,403,405,13,0.0088,43.03,High,Yelahanka,No Junction,"Allalasandra Main Road, Taralabalu Enclave, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",159,159,0,167,236,102,2,4,11,1,99.27650250032019,5,midday,Sunday,0.3945,62,72,1,210,51,7,-0.0549,1
ZONE_077,Konanakunte Main Road / Thalagattapura Zone,12.88852484835701,77.56263129735079,0.0007807035766590543,0.0007397998668735844,366,370,5,0.0012,42.74,High,Thalagattapura,No Junction,"Konanakunte Main Road, Gopalan Jewels, Siddanna Layout, Bikaspura, Bengaluru, Karnataka. Pin-560062 (India)",121,121,0,89,277,39,3,4,17,1,120.53796012033786,11,midday,Monday,0.3306,46,68,83,50,81,38,-0.0159,1
ZONE_066,1st Main Road / Hosur-Tavarkere Road Zone,12.930901487651331,77.60663395472156,0.00015073848011041188,0.0006961449747933465,413,431,6,0.006332,42.73,High,Mico Layout,BTP136 - Hosur-Tavarkere Road Junction,"Sadduguntepalya Road, Bharthi Layout, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",91,91,0,151,262,223,4,4,18,3,80.25302424194764,2,night,Tuesday,0.2203,24,144,168,31,14,32,-0.2021,1
ZONE_081,MS Ramaiah Road / Yeshwanthpura Zone,13.033605516602409,77.55793675238587,0.0011400529851392721,0.0009524522621335662,328,526,12,0.000801,42.65,High,Yeshwanthpura,No Junction,"MS Ramaiah Road, Mattikere Layout, Mathikere Extension, Bengaluru, Karnataka. Pin-560054 (India)",95,95,0,92,236,178,5,6,19,1,88.54045765216601,3,night,Tuesday,0.2896,72,51,39,97,66,3,-0.1265,1
ZONE_079,Dr Vishwesha Teertha Swamy Gala Road / Katriguppe Zone,12.926700667062313,77.55075739643917,0.0004080762738154909,0.00033395229938046816,337,364,4,0.003337,42.56,High,Banashankari,BTP155 - Katriguppe Junction,"Dr Vishwesha Teertha Swamy Gala Road, Kathriguppe Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",134,134,0,55,282,94,4,5,15,1,141.37064149889883,11,midday,Wednesday,0.3976,16,121,11,22,61,106,0.1429,1
ZONE_082,Sarjapura Main Road / Bellandur Zone,12.917411951541526,77.67223263725167,0.0008312815809974475,0.0012907923572391396,302,386,9,0.001128,42.46,High,Bellandur,No Junction,"Sarjapura Main Road, Divyasree Elan Homes, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",124,124,0,66,236,110,7,6,23,1,103.4214767469089,10,midday,Wednesday,0.4106,45,53,51,42,89,22,-0.0091,1
ZONE_085,Mysore Road / Sirsi Circle Zone,12.959791703169014,77.55844449753522,0.001281613908867768,0.0036579708140190882,284,429,7,0.00038,42.18,High,Chamarajpet,BTP091 - Sirsi Circle,"Albert Victor Road, Sirsi Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",64,64,0,109,175,180,4,6,41,4,108.09237800959374,3,night,Sunday,0.2254,34,58,14,32,127,19,0.0905,1
ZONE_096,"East End A Main Road / East End Main Road, Jayanagar Zone",12.91715174,77.59606377958333,0.0005220560906077047,0.0009901270143156016,240,694,26,0.001518,41.49,High,Jayanagara,"BTP202 - East End Main Road, Jayanagar","East End A Main Road, Dr BR Ambedkar Circle, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)",65,65,0,135,105,125,7,5,25,2,58.68677430384585,2,night,Sunday,0.2708,63,13,113,10,5,36,-0.1871,1
ZONE_092,13th Cross Road / Sadashivanagar Zone,13.006934372874495,77.57961178218623,0.001115512121313692,0.0009132314479740009,247,309,4,0.000893,41.24,High,Sadashivanagar,No Junction,"3rd Main Road, Bashyam Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",124,124,0,47,200,64,6,5,28,1,88.36038749316194,11,morning_peak,Friday,0.502,18,78,30,36,57,28,-0.0049,1
ZONE_080,Hosur Road / Hulimavu Zone,12.875935908982035,77.64791313263473,0.0007252491690560017,0.0006510309805532522,334,335,1,0.002876,40.74,High,Hulimavu,No Junction,"Hosur Road, Singasandra Industrial Estate, Begur, Bengaluru, Karnataka. Pin-560068 (India)",50,50,0,130,204,227,3,6,23,1,102.30006003219236,2,night,Sunday,0.1497,34,73,56,53,115,3,-0.0164,1
ZONE_087,Mumbai Bengaluru Highway / Peenya Zone,13.045429899245283,77.50701488226414,0.00030358385716757,0.001060383923481093,265,274,11,0.001672,40.62,High,Peenya,No Junction,"Mumbai Bengaluru Highway, Hesaragatta Cross Junction, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",119,119,0,104,161,91,7,6,22,1,77.75866429745084,6,morning_peak,Sunday,0.4491,42,53,47,36,71,16,-0.0563,1
ZONE_084,Bellahali Main Road / Chikkajala Zone,13.121564813050849,77.63117337237288,0.0007362395303840168,0.0005715653219927491,295,431,4,0.002653,40.51,High,Chikkajala,No Junction,"Bellahali Main Road, Niranthara Layout, Dwarka Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",82,82,0,77,218,137,6,6,15,1,49.682484970556274,13,night,Monday,0.278,72,70,85,44,21,3,-0.3097,1
ZONE_090,27th Main Road / HSR Layout Zone,12.915735919762845,77.65170410632413,0.00249534368686159,9.94960506089773e-05,253,253,4,0.00307,40.01,High,HSR Layout,No Junction,"27th Main Road, Sector 1, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",139,137,2,60,193,20,2,3,22,1,47.229044760685184,11,midday,Tuesday,0.5494,62,48,59,64,13,7,-0.2541,1
ZONE_089,Hosur Road / Hosur-Tavarkere Road Zone,12.936119257142856,77.60693821389961,0.0005828463012069002,0.001289717672533535,259,377,2,0.00113,39.91,High,Mico Layout,BTP136 - Hosur-Tavarkere Road Junction,"Hosur Road, Prestige Blue Chip Software Park, Dairy Colony, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",71,71,0,66,193,157,4,5,26,2,37.351005075754586,2,night,Thursday,0.2741,58,85,65,30,17,4,-0.3369,1
ZONE_086,CMR Road / Banaswadi Zone,13.022293272048541,77.63863035729435,0.0005696396972970332,0.0011431141573146812,266,267,11,0.000906,39.88,High,Banaswadi,No Junction,"CMR Road, Jahnavi Layout, Kalyan Nagar, Bengaluru, Karnataka. Pin-560043 (India)",94,94,0,102,164,35,4,3,25,1,51.45420468374316,13,midday,Monday,0.3534,69,54,66,57,14,6,-0.2861,1
ZONE_102,Dairy Circle Flyover Underpass / Dairy Circle Zone,12.936806777464788,77.60173062347418,0.0004785242000733332,0.0002867278946641397,213,319,8,0.002579,39.84,High,Mico Layout,BTP126 - Dairy Circle,"Dairy Circle Flyover Underpass, Dairy Circle, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",135,135,0,79,134,67,3,4,20,1,49.673171980740825,6,morning_peak,Saturday,0.6338,31,63,47,36,17,19,-0.1682,1
ZONE_094,Hosur Road / Electronic City Zone,12.818956049792533,77.6887669713693,0.0009155436419200653,0.0008122853106418281,241,478,13,0.001188,39.44,High,Electronic City,No Junction,"Hosur Road, Janatha Colony, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)",92,92,0,87,154,98,8,6,10,1,39.81796360177737,2,night,Saturday,0.3817,13,78,95,44,3,8,-0.2141,1
ZONE_100,Professor K Venkatachalam Circle / Pulikeshinagar(F.Town) Zone,12.987432025827427,77.61869301138125,0.0005644789295662918,0.0007755534998663426,220,240,2,0.002705,38.93,High,Pulikeshinagar(F.Town),No Junction,"Professor K Venkatachalam Circle, Venkatachalam Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",117,117,0,47,173,53,4,4,18,1,57.39899378770636,10,midday,Thursday,0.5318,40,40,50,19,63,8,-0.0951,1
ZONE_098,19th Main Road / HSR Layout Zone,12.910820696380089,77.64464253122172,0.0014630657931783443,0.0004323725780481071,221,221,13,0.000901,38.81,High,HSR Layout,No Junction,"19th Main Road, Sector 2, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",129,129,0,117,104,18,2,4,20,1,44.79238888020628,9,midday,Sunday,0.5837,124,7,18,38,13,21,-0.37,1
ZONE_110,Dr Rajkumar Puniya Bhoomi Road / Nayandahalli Zone,12.950021587700535,77.52238495294117,0.0015022087453232151,0.0011529833590596629,187,319,4,0.000491,38.68,High,Byatarayanapura,BTP098 - Nayandahalli Junction,"Dr Rajkumar Puniya Bhoomi Road, BDA Layout, Block 3, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",65,65,0,35,152,67,3,6,39,2,37.26449452210164,0,night,Monday,0.3476,0,32,112,22,21,0,-0.1128,1
ZONE_097,MBT Road / K.R. Pura Zone,13.045852403097346,77.75029787256635,0.00037044770479836896,0.0003811698568584574,226,388,7,0.001919,38.65,High,K.R. Pura,No Junction,"1st Cross Road, Subhams Antique City, Konadasapura, Bengaluru, Karnataka. Pin-560049 (India)",61,61,0,73,153,69,6,6,14,1,53.36643569463081,11,midday,Wednesday,0.2699,32,68,52,32,32,10,-0.1805,1
ZONE_111,"H Siddiah Road / 10th Cross, Wilson Garden Zone",12.949266012903228,77.59726600430108,0.0009616659316814841,0.001042979475677551,186,187,2,0.000696,38.43,High,Wilson Garden,"BTP123 - 10th Cross, Wilson Garden","H Siddiah Road, Narayanpura, Wilson Garden, Bengaluru, Karnataka. Pin-560030 (India)",100,99,1,59,127,28,2,5,26,3,98.07775798903307,8,morning_peak,Thursday,0.5376,11,25,10,24,82,34,0.2765,1
ZONE_099,Jayamahal Main Road / R.T. Nagar Zone,13.00544332318182,77.59375104181818,0.0013254459505795335,0.001080225423699312,220,233,19,0.000582,38.33,High,R.T. Nagar,No Junction,"Jayamahal Main Road, Munireddypalya, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)",86,86,0,30,190,94,5,5,20,1,52.42537129439156,10,night,Wednesday,0.3909,8,112,31,13,52,4,-0.1699,1
ZONE_107,Rajatha Bhavana Road / Jalahalli Zone,13.050972411855671,77.55266406134021,0.00047411484946210724,0.0003830745686959748,194,296,1,0.001546,38.0,High,Jalahalli,No Junction,"Rajatha Bhavana Road, Dr K Shivaramakarantha Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",106,106,0,29,165,79,3,5,10,1,57.888776311230956,10,night,Tuesday,0.5464,20,31,28,56,51,8,0.0247,1
ZONE_095,Dr Rajkumar Puniya Bhoomi Road / Kamakshipalya Zone,12.987122598519731,77.51954725140992,0.0004304976512502263,0.0005611122012614295,241,242,17,0.004406,37.9,High,Kamakshipalya,No Junction,"Dr Rajkumar Puniya Bhoomi Road, Sumnahalli Junction, Kamakshipalya, Bengaluru, Karnataka. Pin-560091 (India)",109,109,0,72,169,74,4,5,8,1,51.83390317219603,9,midday,Saturday,0.4523,54,25,80,46,32,4,-0.1871,1
ZONE_083,Dr BR Ambedkar Road / HAL Old Airport Zone,12.958571602000001,77.668240934,0.0003657331234492462,0.00034896528415088914,300,306,15,0.004622,37.84,High,HAL Old Airport,No Junction,"Dr BR Ambedkar Road, HAL Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",34,23,11,82,218,247,3,3,7,1,117.90451500031462,3,night,Monday,0.1133,0,1,134,46,119,0,0.152,1
ZONE_113,Konanakunte Main Road / Thalagattapura Zone,12.876888371503108,77.54386487633799,0.0022373370544229994,0.0018223946946132315,180,207,5,0.000298,37.82,High,Thalagattapura,No Junction,"Konanakunte Main Road, Bayanapalya, Bengaluru, Karnataka. Pin-560109 (India)",88,86,2,63,117,26,6,5,26,1,59.50656909168569,10,midday,Sunday,0.4889,37,33,23,17,54,16,-0.0457,1
ZONE_101,Soniya Gandhi Road / Jalahalli Zone,13.057287523502307,77.5469449046083,0.0006674955593905832,0.0005902860954787434,217,224,1,0.002247,37.68,High,Jalahalli,No Junction,"Soniya Gandhi Road, Gangamma Circle, Ramchandrapura, Bengaluru, Karnataka. Pin-560013 (India)",67,67,0,74,143,63,3,6,18,1,59.540941975567044,11,midday,Tuesday,0.3088,35,58,25,57,16,26,-0.1098,1
ZONE_125,Outer Ring Road / HAL Old Airport Zone,12.968277521522497,77.70122342648753,0.0014687593709632458,0.0007157003263424293,162,250,4,0.000752,37.42,High,HAL Old Airport,No Junction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",98,98,0,47,115,37,5,6,19,1,46.52634884077798,9,morning_peak,Tuesday,0.6049,4,18,42,62,27,9,0.0762,1
ZONE_103,Sarjapura Main Road / Bellandur Zone,12.906802309045204,77.6966929269552,0.0003424535803684586,0.0009665363699244087,212,212,6,0.001359,37.41,High,Bellandur,No Junction,"Sarjapura Main Road, Doddakannelli Circle, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",105,105,0,61,151,39,2,4,14,1,35.80827687731,7,morning_peak,Wednesday,0.4953,68,69,31,16,23,5,-0.3784,1
ZONE_115,Dr TCM Royan Road / Briyand Circle Zone,12.968161795505617,77.56901303314608,0.0012931737531793192,0.0010564999152526673,178,233,6,0.000691,37.37,High,Chamarajpet,BTP085 - Briyand Circle,"Bhashyam Road, Akkimakalamna Gudi, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",58,58,0,59,119,98,5,4,30,3,51.10371613279616,2,night,Saturday,0.3258,35,39,27,18,44,15,-0.0905,1
ZONE_109,Old Kanakapura Road / Yediyur Zone,12.938229626248248,77.57689965271982,0.0008459997743309958,0.0001599124309565818,189,191,0,0.003465,37.28,High,Basavanagudi,BTP216 - Yediyur Junction,"Old Kanakapura Road, Krest Park Apartment, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",84,84,0,59,130,90,3,4,16,3,78.70527047685633,6,night,Saturday,0.4444,26,21,35,18,53,36,0.117,1
ZONE_091,Chikka Banavara RS Road / Jalahalli Zone,13.050488885140561,77.5255347192771,0.00016181650369184776,5.7686302235314754e-05,249,249,2,0.029883,37.18,High,Jalahalli,No Junction,"Chikka Banavara RS Road, Prasad Enclave, Jalahalli, Bengaluru, Karnataka. Pin-560015 (India)",79,79,0,38,211,115,2,1,8,1,38.133800513507424,3,midday,Tuesday,0.3173,13,21,173,42,0,0,-0.1783,1
ZONE_116,J Lingaiah Road / Sheshadripuram Zone,12.997998318285713,77.58149216685715,0.0007129356797472822,0.000649030237450594,175,180,3,0.001305,37.12,High,Sheshadripuram,No Junction,"J Lingaiah Road, Kempanna Block, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",104,104,0,50,125,50,5,4,17,1,64.52671466224014,9,morning_peak,Saturday,0.5943,13,6,46,36,70,4,0.1342,1
ZONE_106,"46th Cross Road / Rajalakshmi Kalyana Mantapa, JP Nagar Zone",12.91732262820513,77.57830293025641,0.0003394179599254691,0.0007456628316558267,195,227,3,0.002152,37.03,High,Jayanagara,"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar","46th Cross Road, Sangam Circle, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",76,76,0,43,152,90,6,6,17,2,38.56324820143491,5,night,Tuesday,0.3897,45,52,40,20,31,7,-0.24,1
ZONE_105,Siri Vasavi Temple Road / Vasavi Circle Zone,12.950503260844693,77.57638939264179,0.0012999655064492405,0.001040820598071384,199,203,3,0.000878,36.96,High,V.V.Puram (C.Pet),BTP193 - Vasavi Circle,"Sajjan Rao Circle, Sajjan Rao Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",50,50,0,96,103,61,4,6,20,3,76.32903254761354,13,midday,Sunday,0.2513,13,15,21,55,90,5,0.1887,1
ZONE_088,Bagaluru Main Road / Yelahanka Zone,13.121379334339625,77.61533990037736,0.000733408311742522,0.004869534574933524,265,271,6,0.000329,36.92,High,Yelahanka,No Junction,"Bagaluru Main Road, KVSR Layout, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",23,23,0,149,116,207,3,6,30,1,27.303609180728344,3,night,Saturday,0.0868,197,17,30,2,8,11,-0.6372,1
