zone_id,zone_name,top_police_station,top_junction,top_location,predicted_next_day_violations,predicted_risk_score,predicted_risk_band,recommended_action,manpower_estimate,time_window_to_watch
ZONE_326,1st Cross Road / Adugodi Zone,Adugodi,No Junction,"1st Cross Road, Block 5, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_327,4th A Cross Road / Jnanabharathi Zone,Jnanabharathi,No Junction,"4th A Cross Road, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_328,MN Krishnarao Road / Mahadevapura Zone,Mahadevapura,No Junction,"MN Krishnarao Road, Shivaganga Layout Phase 1, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_329,Dr Rajkumar Puniya Bhoomi Road / Rajajinagar Zone,Rajajinagar,No Junction,"Dr Rajkumar Puniya Bhoomi Road, Kempamma Layout, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_330,Haralur Road / Bellandur Zone,Bellandur,No Junction,"Haralur Road, Alaya Villament, Ambalipura, Bengaluru, Karnataka. Pin-560102 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_331,13th Main Road / Hulimavu Zone,Hulimavu,No Junction,"13th Main Road, Nandishwara Layout, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_332,5th Main Road / HSR Layout Zone,HSR Layout,No Junction,"5th Main Road, Sector 7, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_333,5th A Cross Road / Banaswadi Zone,Banaswadi,No Junction,"5th A Cross Road, HRBR Layout Extension, Kalyan Nagar, Bengaluru, Karnataka. Pin-560043 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_335,Hosur Road / Electronic City Zone,Electronic City,No Junction,"Hosur Road, Hebbagodi, Bengaluru, Karnataka. Pin-560099 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_336,Jogupalaya Main Road / Halasur Zone,Halasur,No Junction,"Jogupalaya Main Road, Doddaiah Layout, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_337,Old Madras Road / Halasur Zone,Halasur,No Junction,"Old Madras Road, RMZ Millenia, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_340,Konanakunte Main Road / Thalagattapura Zone,Thalagattapura,No Junction,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_341,Kengeri Main Road / Jnanabharathi Zone,Jnanabharathi,No Junction,"Kengeri Main Road, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_342,Millers Road / R.T. Nagar Zone,R.T. Nagar,No Junction,"Millers Road, Aalco Layout, Benson Town, Bengaluru, Karnataka. Pin-560046 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_343,Whitefield Main Road / Whitefield Zone,Whitefield,No Junction,"Whitefield Main Road, Prestige White Meadows, Sathya Sai Layout, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_344,1st A Cross Road / Electronic City Zone,Electronic City,No Junction,"1st A Cross Road, Vidyanagar, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_345,1st Main Road / Kodigehalli Zone,Kodigehalli,No Junction,"1st Main Road, Pebble Bay Apartment, Dollars Colony, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_346,JC Nagar Main Road / R.T. Nagar Zone,R.T. Nagar,No Junction,"JC Nagar Main Road, Hankappa Block, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_347,Crescent Road / Shivananda Circle Zone,High ground,BTP054 - Shivananda Circle,"Crescent Road, Sri Katan Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560001 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_348,Bangalore Bellary Road / Devanahalli Airport Zone,Devanahalli Airport,No Junction,"Bangalore Bellary Road, Puttappana Gudi Bidi, Devanahalli, Karnataka. Pin-562110 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_349,Ejipura Main Road / Ashok Nagar Zone,Ashok Nagar,No Junction,"Ejipura Main Road, VGS Layout, Ejipura, Bengaluru, Karnataka. Pin-560047 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_350,TVS Cross Road / Peenya Zone,Peenya,No Junction,"TVS Cross Road, TVS Cross, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_351,80 Feet Road / K.G. Halli Zone,K.G. Halli,No Junction,"80 Feet Road, Brindavan Nagar, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_352,Nandini Layout Club Road / Rajajinagar Zone,Rajajinagar,No Junction,"Nandini Layout Club Road, APMC Government Quarters, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_353,Old Madras Road / Banaswadi Zone,Banaswadi,No Junction,"Old Madras Road, Big Bazaar Junction, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_354,Hall Road / Pulikeshinagar(F.Town) Zone,Pulikeshinagar(F.Town),No Junction,"Hall Road, SBI Senior Officers Flats, Richards Town, Bengaluru, Karnataka. Pin-560005 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_355,11th Main Road / Malleshwaram Zone,Malleshwaram,No Junction,"11th Main Road, MT Layout, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_356,Andrahalli Main Road / Kamakshipalya Zone,Kamakshipalya,No Junction,"Andrahalli Main Road, Andhrahalli, Bengaluru, Karnataka. Pin-560091 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_357,Suranjan Das Road / Jeevanbheemanagar Zone,Jeevanbheemanagar,No Junction,"Suranjan Das Road, Byappanahalli Junction, Baiyappanahalli, Bengaluru, Karnataka. Pin-560038 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_358,MBT Road / K.R. Pura Zone,K.R. Pura,No Junction,"MBT Road, Vinayaka Layout, Battarahalli, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_359,Hesaraghatta Main Road / Chikkabanavara Zone,Chikkabanavara,No Junction,"Hesaraghatta Main Road, Janapriya Heights Apartment, Mallasandra, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_161,Magadi Main Road / Kamakshipalya Zone,Kamakshipalya,No Junction,"Magadi Main Road, BM Shankarappa Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_361,Horamavu Main Road / Hennuru Zone,Hennuru,No Junction,"Horamavu Main Road, Jayanthi Nagar Circle, Horamavu, Bengaluru, Karnataka. Pin-560113 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_362,Suranjan Das Road / Jeevanbheemanagar Zone,Jeevanbheemanagar,No Junction,"Suranjan Das Road, Officers Quarters, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_363,1st Main Road / Attiguppe Circle Zone,Byatarayanapura,BTP017 - Attiguppe Circle,"1st Main Road, Sona Apartment, New Income Tax Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_364,6th Main Road / Jnanabharathi Zone,Jnanabharathi,No Junction,"6th Main Road, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_365,2nd Main Road / Sirsi Circle Zone,Chamarajpet,BTP091 - Sirsi Circle,"2nd Main Road, Vijaynagar Layout, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_366,Byrathi Main Road / Hennuru Zone,Hennuru,No Junction,"Byrathi Main Road, Hoodi, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_367,Outer Ring Road / Madiwala Zone,Madiwala,No Junction,"Outer Ring Road, Ozone Chamber, HSR Layout, Bengaluru, Karnataka. Pin-560034 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_368,Magadi Main Road / Kamakshipalya Zone,Kamakshipalya,No Junction,"Magadi Main Road, Dodda Gollarahatti, Bengaluru, Karnataka. Pin-560091 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_369,Cline Road / Pulikeshinagar(F.Town) Zone,Pulikeshinagar(F.Town),No Junction,"Cline Road, Cooke Town, Bengaluru, Karnataka. Pin-560005 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_370,4th Main Road / Jeevanbheemanagar Zone,Jeevanbheemanagar,No Junction,"4th Main Road, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_371,6th Cross Road / R.T. Nagar Zone,R.T. Nagar,No Junction,"6th Cross Road, Vishveshwarya Nagar, Hebbal, Bengaluru, Karnataka. Pin-560032 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_372,VP Deenadayalu Naidu Road / R.T. Nagar Zone,R.T. Nagar,No Junction,"VP Deenadayalu Naidu Road, Ramaswamipalya, Benson Town, Bengaluru, Karnataka. Pin-560046 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_373,Drive Thru Road / Chikkajala Zone,Chikkajala,No Junction,"Drive Thru Road, Chikkjala Junction, Chikkajala, Bengaluru, Karnataka. Pin-562157 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_374,Sarjapura Main Road / No Police Station Zone,No Police Station,No Junction,"Sarjapura Main Road, Muthanallur Cross, Dommasandra Anekal Taluka, Bengaluru, Karnataka. Pin-562125 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_375,Someshwarapura Main Road / Halasur Zone,Halasur,No Junction,"Someshwarapura Main Road, Cambridge Layout, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_376,1st Main Road / Magadi Road Zone,Magadi Road,No Junction,"1st Main Road, New Binny Layout, Binnypete, Bengaluru, Karnataka. Pin-560023 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_377,Bangalore University Road / Jnanabharathi Zone,Jnanabharathi,No Junction,"Bangalore University Road, Navami Landmark, Bangalore University, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_378,Varthur Main Road / Whitefield Zone,Whitefield,No Junction,"Varthur Main Road, Sapthagiri Nirvana, Gunjur, Bengaluru, Karnataka. Pin-560087 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_379,Outer Ring Road / Jalahalli Zone,Jalahalli,No Junction,"Outer Ring Road, Sharadamba Nagar, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_380,3rd A Cross Road / Adugodi Zone,Adugodi,No Junction,"3rd A Cross Road, Block 6, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_381,G Narayana Kumar Road / Kamakshipalya Zone,Kamakshipalya,No Junction,"G Narayana Kumar Road, Asthagrama New Extension, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_382,Bellary Road / Yelahanka Zone,Yelahanka,No Junction,"Bellary Road, Concorde Mayfair, KHB Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_383,16th Main Road / Mico Layout Zone,Mico Layout,No Junction,"16th Main Road, Sunshine Colony, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_384,Cargo Road / Devanahalli Airport Zone,Devanahalli Airport,No Junction,"Cargo Road, Arisinakunte, Bengaluru, Karnataka. Pin-560300 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_385,Mallathahalli Road / Jnanabharathi Zone,Jnanabharathi,No Junction,"Mallathahalli Road, Kengunte Circle, Bengaluru, Karnataka. Pin-560056 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_386,Maruti Mandir Road / Chikkabanavara Zone,Chikkabanavara,No Junction,"Maruti Mandir Road, MSPP Layout, Soladevanahalli, Bengaluru, Karnataka. Pin-560107 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_387,BTS Main Road / Shanti Nagar TTMC Zone,Wilson Garden,BTP103 - Shanti Nagar TTMC,"BTS Main Road, NGO Colony, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_388,Thanisandra Main Road / Hennuru Zone,Hennuru,No Junction,"Thanisandra Main Road, Venkatadri Estates, Thirumenahalli North Taluka, Bengaluru, Karnataka. Pin-560064 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_389,Lakshmipura Main Road / Basavanagudi Zone,Basavanagudi,No Junction,"Lakshmipura Main Road, Bhawani Nagar, Gavipuram, Bengaluru, Karnataka. Pin-560004 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_390,Telecom Layout Road / Chikkajala Zone,Chikkajala,No Junction,"Telecom Layout Road, Phase 2A, After The Rain, Bettahalasur, Bengaluru, Karnataka. Pin-562157 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_391,Sri Mahasharana Madivala Machideva Flyover / Mico Layout Zone,Mico Layout,No Junction,"Sri Mahasharana Madivala Machideva Flyover, Silk Board Junction, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_392,Vinoba Nagar Main Road / K.G. Halli Zone,K.G. Halli,No Junction,"2nd Main Road, Vinoba Nagar, Kadugondanahalli, Bengaluru, Karnataka. Pin-560045 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_393,Muthsandra Main Road / Whitefield Zone,Whitefield,No Junction,"Muthsandra Main Road, BCM Layout, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_394,Whitefield Main Road / Mahadevapura Zone,Mahadevapura,No Junction,"Whitefield Main Road, Gopal Krishna Nagar, Kadugodi Plantation, Bengaluru, Karnataka. Pin-560067 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_395,Old Madras Road / Banaswadi Zone,Banaswadi,No Junction,"Old Madras Road, Aveda Meta, Binnamangala, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_396,Kothanur Main Road / J.P. Nagar Zone,J.P. Nagar,No Junction,"Kothanur Main Road, JP Nagar Phase 7, Bengaluru, Karnataka. Pin-560078 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_397,Adi Kabir Ashram Main Road / R.T. Nagar Zone,R.T. Nagar,No Junction,"Adi Kabir Ashram Main Road, Mariappa Garden, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_398,Dr TCM Royan Road / Shanthala Zone,Chamarajpet,BTP048 - Shanthala Junction,"Dr TCM Royan Road, Cottonpet Circle, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_399,Chord Road / Gali Anjaneya Temple Zone,Byatarayanapura,BTP096 - Gali Anjaneya Temple,"Chord Road, Bhel Circle, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_400,Amruth Nagar Main Road / Thalagattapura Zone,Thalagattapura,No Junction,"Amruth Nagar Main Road, Tippu Sultan Circle, Avalahalli, Bengaluru, Karnataka. Pin-560062 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_401,ITPL Main Road / Mahadevapura Zone,Mahadevapura,No Junction,"ITPL Main Road, SJR I Park, EPIP Zone, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_402,6th Main Road / Yeshwanthpura Zone,Yeshwanthpura,No Junction,"6th Main Road, BDA Industrial Suburb, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_403,Rustam Bagh Main Road / Jeevanbheemanagar Zone,Jeevanbheemanagar,No Junction,"Rustam Bagh Main Road, PR Layout, Rustam Bagh, Bengaluru, Karnataka. Pin-560017 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_404,Magadi Main Road / Kamakshipalya Zone,Kamakshipalya,No Junction,"Magadi Main Road, Dodda Gollarahatti, Bengaluru, Karnataka. Pin-560091 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_405,Whitefield Road / Mahadevapura Zone,Mahadevapura,No Junction,"Whitefield Road, MD Pura, Bengaluru, Karnataka. Pin-560048 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_406,Mysore Road / Kengeri Zone,Kengeri,No Junction,"Mysore Road, Nathamkaiamcheri, Kengeri, Bengaluru, Karnataka. Pin-560059 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_407,3rd Main Road / Delmia Circle Zone,J.P. Nagar,BTP222 - Delmia Circle,"3rd Main Road, Delmia Circle, JP Nagar Phase 3, Bengaluru, Karnataka. Pin-560078 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_408,Appurao Road / 5th Main Chamrajpet Zone,Basavanagudi,BTP214 - 5th Main Chamrajpet Junction,"Appurao Road, Keshava Shilpa Circle, Kempegowda Nagar, Bengaluru, Karnataka. Pin-560004 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_409,Kaggadaspura Main Road / Banaswadi Zone,Banaswadi,No Junction,"Kaggadaspura Main Road, Government Quarters, Vishwa Vihar, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_410,Bellary Road / Yelahanka Zone,Yelahanka,No Junction,"Bellary Road, Kogilu Cross Junction, Palanahalli, Bengaluru, Karnataka. Pin-560064 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_411,27th Cross Road / HSR Layout Zone,HSR Layout,No Junction,"27th Cross Road, RR Residency, Hosapalya, HSR Layout, Bengaluru, Karnataka. Pin-560068 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_412,FCI Main Road / Mahadevapura Zone,Mahadevapura,No Junction,"Channasandra Main Road, Thimma Reddy Colony, Channasandra, Bengaluru, Karnataka. Pin-560067 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_413,2nd Main Road / Jeevanbheemanagar Zone,Jeevanbheemanagar,No Junction,"2nd Main Road, BDA Complex, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_414,Devara Chikkanahalli Main Road / Mico Layout Zone,Mico Layout,No Junction,"Devara Chikkanahalli Main Road, Someshwara Layout, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_415,Nagawara Main Road / K.G. Halli Zone,K.G. Halli,No Junction,"Nagawara Main Road, Sri Muthu Mariyamma Circle, Govindpura, Bengaluru, Karnataka. Pin-560045 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_416,Indiranagar Double Road / Jeevanbheemanagar Zone,Jeevanbheemanagar,No Junction,"Indiranagar Double Road, Sri Paramahamsa Yogananda Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_417,MBT Road / Hennuru Zone,Hennuru,No Junction,"MBT Road, Hanging Gardens, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_418,Mysore Road / Kengeri Zone,Kengeri,No Junction,"Mysore Road, BDA Layout, Dubasipalya, Bengaluru, Karnataka. Pin-560059 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_419,Shantaveri Gopalagowda Road / Bangalore Builders Zone,Magadi Road,BTP092 - Bangalore Builders Junction,"Shantaveri Gopalagowda Road, Mominpura, Old Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_420,J Lingaiah Road / Sheshadripuram Zone,Sheshadripuram,No Junction,"J Lingaiah Road, Renaissance Crags, Chakrawarti Iyengar Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_421,Whitefield Road / Mahadevapura Zone,Mahadevapura,No Junction,"Whitefield Road, BSNL CACT Building, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_422,4th Main Road / Ashok Nagar Zone,Ashok Nagar,No Junction,"4th Main Road, Sannenahalli, Viveka Nagar, Bengaluru, Karnataka. Pin-560047 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_423,Unnamed Road / Devanahalli Airport Zone,Devanahalli Airport,No Junction,"Unnamed Road, Shreela Airview Enclave, Yerthiganahalli, Bengaluru, Karnataka. Pin-562157 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
