zone_id,zone_name,latitude,longitude,total_violations,parking_related_violations,hotspot_score,hotspot_band,top_police_station,top_location,dominant_time_bucket,dominant_hour,peak_share
ZONE_451,MBT Road / Hennuru Zone,13.040142507142859,77.62407722142858,14,15,10.99,Low,Hennuru,"MBT Road, Nagawara Junction, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",night,4,0.1429
ZONE_438,Huskur Main Road / Electronic City Zone,12.843097513333332,77.68746324,15,31,10.97,Low,Electronic City,"Huskur Main Road, Inspira Tropical Garden, Gulimangala, Bengaluru, Karnataka. Pin-560099 (India)",night,3,0.0667
ZONE_416,Indiranagar Double Road / Jeevanbheemanagar Zone,12.967778117647057,77.63668939411764,17,33,10.96,Low,Jeevanbheemanagar,"Indiranagar Double Road, Sri Paramahamsa Yogananda Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",midday,12,0.0588
ZONE_366,Byrathi Main Road / Hennuru Zone,13.05662357,77.651725295,20,20,10.78,Low,Hennuru,"Byrathi Main Road, Hoodi, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",night,3,0.1
ZONE_414,Devara Chikkanahalli Main Road / Mico Layout Zone,12.897901994117646,77.6063892117647,17,31,10.62,Low,Mico Layout,"Devara Chikkanahalli Main Road, Someshwara Layout, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)",night,2,0.0
ZONE_488,Outer Ring Road / Kodigehalli Zone,13.043676308333332,77.58431269166667,12,12,10.6,Low,Kodigehalli,"Outer Ring Road, Abdul Jabbar Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",morning_peak,6,1.0
ZONE_464,Hennur Main Road / Hennuru Zone,13.057349776923079,77.64843506923077,13,13,10.47,Low,Hennuru,"Hennur Main Road, Muninanjappa Layout, Narayanpura, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",midday,8,0.8462
ZONE_453,1st Main Road / Peenya Zone,13.031536792857143,77.50365327142858,14,21,10.44,Low,Peenya,"1st Main Road, Nelagedhrahalli Circle, Nalagadderanahalli, Bengaluru, Karnataka. Pin-560073 (India)",night,2,0.1429
ZONE_458,10th Main Road / Basavanagudi Zone,12.94011846906495,77.56439591368425,13,13,10.42,Low,Basavanagudi,"10th Main Road, Mount Joy Extension, Hanumantha Nagar, Bengaluru, Karnataka. Pin-560004 (India)",night,3,0.2308
ZONE_512,10th Main Road / High ground Zone,12.99235889,77.59211757,10,10,10.26,Low,High ground,"10th Main Road, Valliappa Nagar, Bengaluru, Karnataka. Pin-560001 (India)",morning_peak,7,1.0
ZONE_485,Amruth Nagar Main Road / Thalagattapura Zone,12.886921333333332,77.565389575,12,12,10.14,Low,Thalagattapura,"Amruth Nagar Main Road, Silver Oak Plantation Junction, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",morning_peak,6,0.75
ZONE_490,Hennur Main Road / Banaswadi Zone,13.027543649999998,77.632505975,12,15,10.11,Low,Banaswadi,"Hennur Main Road, Hennuru Junction, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",midday,11,0.4167
ZONE_503,Clark Road / Pulikeshinagar(F.Town) Zone,13.002530418181818,77.61566536363637,11,11,10.1,Low,Pulikeshinagar(F.Town),"Clark Road, SBI Senior Officers Flats, Richards Town, Bengaluru, Karnataka. Pin-560005 (India)",midday,6,0.7273
ZONE_455,Wind Tunnel Road / Jeevanbheemanagar Zone,12.952525085707691,77.65249909653963,14,16,10.08,Low,Jeevanbheemanagar,"Wind Tunnel Road, Golf View Campus, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",night,4,0.2857
ZONE_472,Kodigehalli Main Road / Kodigehalli Zone,13.058634499999998,77.58313520769231,13,14,10.07,Low,Kodigehalli,"Kodigehalli Main Road, Maruthi Nagar, Kodigehalli, Bengaluru, Karnataka. Pin-560092 (India)",morning_peak,8,0.8462
ZONE_452,Dr Rajgopal Road / Kodigehalli Zone,13.031550199999998,77.57710155714287,14,14,10.06,Low,Kodigehalli,"Dr Rajgopal Road, GMR Layout, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)",midday,11,0.2857
ZONE_474,SH 87 / Thalagattapura Zone,12.850752700000001,77.58812748333334,12,12,10.03,Low,Thalagattapura,"SH 87, Royal Hermitage Layout, Weavers Colony, Bengaluru, Karnataka. Pin-560083 (India)",midday,7,0.4167
ZONE_431,5th Main Road / Banaswadi Zone,13.011107626666668,77.65921296666667,15,15,10.01,Low,Banaswadi,"5th Main Road, B Channasandra, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",night,5,0.2667
ZONE_447,HAL Airport Road / HAL Old Airport Zone,12.9564441,77.69596057857143,14,17,9.96,Low,HAL Old Airport,"HAL Airport Road, Sanjay Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",midday,11,0.1429
ZONE_363,1st Main Road / Attiguppe Circle Zone,12.959976469999997,77.53215836500002,20,23,9.93,Low,Byatarayanapura,"1st Main Road, Sona Apartment, New Income Tax Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",night,5,0.0
ZONE_400,Amruth Nagar Main Road / Thalagattapura Zone,12.872579838888889,77.56651447777777,18,18,9.88,Low,Thalagattapura,"Amruth Nagar Main Road, Tippu Sultan Circle, Avalahalli, Bengaluru, Karnataka. Pin-560062 (India)",midday,11,0.0
ZONE_440,3rd Main Road / Jnanabharathi Zone,12.96919204,77.51039883333334,15,15,9.86,Low,Jnanabharathi,"3rd Main Road, Block 11, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",night,3,0.0667
ZONE_506,Kamaraj Road / Pulikeshinagar(F.Town) Zone,12.98945910909091,77.6132920272727,11,11,9.74,Low,Pulikeshinagar(F.Town),"Kamaraj Road, Dharmalingam Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",morning_peak,11,0.5455
ZONE_487,MBT Road / Hennuru Zone,13.041343408333333,77.62175839166666,12,12,9.72,Low,Hennuru,"MBT Road, SLV Spring Field Apartment, MSR North City, Nagavara, Bengaluru, Karnataka. Pin-560077 (India)",night,4,0.25
ZONE_479,Bannerghatta Main Road / GD Mara Zone,12.9111864,77.60020039166666,12,12,9.72,Low,Mico Layout,"Bannerghatta Main Road, Mantri Elegance Shopping Mall, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",midday,10,0.4167
ZONE_356,Andrahalli Main Road / Kamakshipalya Zone,13.008323309523808,77.48431117142857,21,21,9.71,Low,Kamakshipalya,"Andrahalli Main Road, Andhrahalli, Bengaluru, Karnataka. Pin-560091 (India)",midday,12,0.0
ZONE_394,Whitefield Main Road / Mahadevapura Zone,12.994485027777777,77.75764796666667,18,19,9.67,Low,Mahadevapura,"Whitefield Main Road, Gopal Krishna Nagar, Kadugodi Plantation, Bengaluru, Karnataka. Pin-560067 (India)",night,2,0.0556
ZONE_468,Model Road / Kengeri Zone,12.916493992307693,77.52058697692308,13,17,9.63,Low,Kengeri,"Model Road, Krishnappa Block, BEML Layout Stage 3, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",midday,13,0.3846
ZONE_463,Cargo Road / Devanahalli Airport Zone,13.198943884615383,77.70518223076922,13,13,9.6,Low,Devanahalli Airport,"Cargo Road, Arisinakunte, Bengaluru, Karnataka. Pin-560300 (India)",midday,12,0.2308
ZONE_525,HMT Main Road / Jalahalli Zone,13.048771870000001,77.54993730999999,10,20,9.59,Low,Jalahalli,"HMT Main Road, Kempe Gowda HMT Estate, Jalahalli Village, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",midday,11,0.3
ZONE_511,Basavanapura Road / K.R. Pura Zone,13.015543000000003,77.70941068000002,10,26,9.56,Low,K.R. Pura,"Basavanapura Road, Sri Manjunatha Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",night,5,0.1
ZONE_497,2nd Main Road / Kodigehalli Zone,13.054257281818183,77.58990576363637,11,11,9.55,Low,Kodigehalli,"2nd Main Road, Jyothika Patak, Shanthivana, Kodigehalli, Bengaluru, Karnataka. Pin-560092 (India)",morning_peak,8,0.5455
ZONE_513,17th Main Road / Rajajinagar Zone,13.003830919999999,77.52927295999999,10,16,9.5,Low,Rajajinagar,"17th Main Road, RIECHS Layout, Kurubarahalli, Bengaluru, Karnataka. Pin-560086 (India)",night,3,0.5
ZONE_505,Dr Rajkumar Puniya Bhoomi Road / Kamakshipalya Zone,12.99164858181818,77.5209750727273,11,12,9.5,Low,Kamakshipalya,"Dr Rajkumar Puniya Bhoomi Road, Sannaki Bayalu, Vrushabhavathi Nagar, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",midday,10,0.9091
ZONE_520,TC Palya Main Road / Banaswadi Zone,13.021293980600309,77.678451684,10,19,9.48,Low,Banaswadi,"TC Palya Main Road, Kowdenahalli Extension, Ramamurthi Nagar, Bengaluru, Karnataka. Pin-560016 (India)",midday,11,0.3
ZONE_484,TC Palya Main Road / K.R. Pura Zone,13.021269183333336,77.70137299166666,12,12,9.35,Low,K.R. Pura,"TC Palya Main Road, Lake Vihar 2, TC Palya, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",midday,4,0.5
ZONE_501,80 Feet Road / Byatarayanapura Zone,12.958832072727272,77.52501314545454,11,20,9.28,Low,Byatarayanapura,"80 Feet Road, Nisarga Layout, Chandra Layout, Bengaluru, Karnataka. Pin-560072 (India)",night,2,0.1818
ZONE_476,2nd Main Road / Yelahanka Zone,13.111468141666665,77.60486750833334,12,12,9.25,Low,Yelahanka,"2nd Main Road, Venkatachala Layout, Palanahalli, Bengaluru, Karnataka. Pin-560064 (India)",midday,10,0.4167
ZONE_443,11th Main Road / Malleshwaram Zone,13.000432135714286,77.56407600714286,14,14,9.22,Low,Malleshwaram,"11th Main Road, Kasturi Dham Apartment, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",night,5,0.2857
ZONE_425,Somasundarapalya Main Road / HSR Layout Zone,12.8988311,77.65118196875,16,18,9.21,Low,HSR Layout,"Somasundarapalya Main Road, Haralukunte Village, Bengaluru, Karnataka. Pin-560102 (India)",midday,12,0.0
ZONE_507,Whitefield Road / Mahadevapura Zone,12.99315099090909,77.70610102727272,11,11,9.19,Low,Mahadevapura,"Whitefield Road, Bhoruka Tech Park, Mahadevapura Industrial Area, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",morning_peak,7,0.6364
ZONE_508,Thanisandra Main Road / Hennuru Zone,13.056069263636363,77.63249125454546,11,11,9.18,Low,Hennuru,"Thanisandra Main Road, Thanisandra Circle, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",midday,11,0.1818
ZONE_461,Link Road / Jeevanbheemanagar Zone,12.974930384615384,77.64497476153846,13,13,9.16,Low,Jeevanbheemanagar,"Link Road, Defence Colony, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",night,5,0.2308
ZONE_475,5th Main Road / Banaswadi Zone,13.018853708333333,77.63946075833333,12,12,9.05,Low,Banaswadi,"5th Main Road, Sena Vihar, Kammanahalli, Bengaluru, Karnataka. Pin-560084 (India)",morning_peak,6,0.5
ZONE_514,Sankey Road / Sadashivanagar Zone,13.003568270000002,77.58389602000001,10,15,9.02,Low,Sadashivanagar,"Sankey Road, Mahalakshmi Mandir Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",night,5,0.4
ZONE_531,Devarabisanahalli Road / Bellandur Zone,12.93041006,77.67867446,10,12,8.98,Low,Bellandur,"Devarabisanahalli Road, Orchid Lakeview, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",morning_peak,7,0.8
ZONE_396,Kothanur Main Road / J.P. Nagar Zone,12.891817566666667,77.58155147777778,18,19,8.95,Low,J.P. Nagar,"Kothanur Main Road, JP Nagar Phase 7, Bengaluru, Karnataka. Pin-560078 (India)",midday,11,0.0
ZONE_486,Hennur Main Road / Hennuru Zone,13.052757175000002,77.64608292500002,12,12,8.94,Low,Hennuru,"Hennur Main Road, K Narayanpura Cross, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",midday,4,0.3333
ZONE_482,Whitefield Main Road / Mahadevapura Zone,13.020627041666666,77.76217858333335,12,12,8.91,Low,Mahadevapura,"Whitefield Main Road, Chaithanya Samarpan, Seegehalli, Bengaluru, Karnataka. Pin-560067 (India)",midday,4,0.25
ZONE_528,9th Cross Road / Jeevanbheemanagar Zone,12.97194974,77.65370034,10,10,8.8,Low,Jeevanbheemanagar,"9th Cross Road, Annayappa Colony, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",midday,10,0.7
ZONE_432,11th Main Road / Electronic City Zone,12.882589364060017,77.64966049656658,15,15,8.79,Low,Electronic City,"11th Main Road, Filor House, AECS Layout A Block, Kudlu, Bengaluru, Karnataka. Pin-560068 (India)",night,4,0.0
ZONE_529,State Bank of India Road / Cubbon Park Zone,12.972976219999998,77.60314581,10,10,8.78,Low,Cubbon Park,"State Bank of India Road, Saint Marks Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",morning_peak,7,0.8
ZONE_460,60 Feet Road / Jnanabharathi Zone,12.969978107692308,77.49689214615384,13,14,8.7,Low,Jnanabharathi,"60 Feet Road, Sri Maregowda Circle, Gidadakonenahalli, Bengaluru, Karnataka. Pin-560091 (India)",midday,11,0.0769
ZONE_410,Bellary Road / Yelahanka Zone,13.105548105882352,77.60055795882353,17,17,8.58,Low,Yelahanka,"Bellary Road, Kogilu Cross Junction, Palanahalli, Bengaluru, Karnataka. Pin-560064 (India)",night,4,0.0
ZONE_434,1st Cross Road / Malleshwaram Zone,13.014364513333334,77.55681032666668,15,15,8.46,Low,Malleshwaram,"1st Cross Road, WTC Annexe, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",night,4,0.0
ZONE_509,Rachenahalli Main Road / Hennuru Zone,13.057503536363635,77.62657059090908,11,14,8.43,Low,Hennuru,"Rachenahalli Main Road, R & S Riviera Apartment, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",midday,11,0.0909
ZONE_523,Dr APJ Abdul Kalam Marg / Banaswadi Zone,12.981055567216796,77.65701300251844,10,10,8.32,Low,Banaswadi,"Dr APJ Abdul Kalam Marg, Poojari Marappa Layout, Suddaguntepalya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",morning_peak,6,0.9
ZONE_480,Gayatri Bhavan Road / Banashankari Zone,12.929848316666666,77.567117925,12,13,8.3,Low,Banashankari,"Gayatri Bhavan Road, Byrappa Block, Thyagarajanagar, Bengaluru, Karnataka. Pin-560070 (India)",midday,11,0.0833
ZONE_422,4th Main Road / Ashok Nagar Zone,12.954296418750001,77.62253419375001,16,16,8.3,Low,Ashok Nagar,"4th Main Road, Sannenahalli, Viveka Nagar, Bengaluru, Karnataka. Pin-560047 (India)",night,3,0.0
ZONE_446,"Mysore Road / Police Quarters, Sultan Road Zone",12.962767900000001,77.56607724285713,14,14,8.29,Low,Chamarajpet,"Mysore Road, Anandpuram, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",night,3,0.0
ZONE_435,"2nd Main Road / New Diagonal Road, Jayanagar Zone",12.92714002,77.57802628666666,15,17,8.25,Low,Jayanagara,"2nd Main Road, Block 7, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",night,3,0.0
ZONE_502,Pipeline Road / Vijayanagara Zone,13.000688019557401,77.53583509322605,11,11,8.25,Low,Vijayanagara,"Pipeline Road, Kurubarahalli Circle, Kurubarahalli, Bengaluru, Karnataka. Pin-560086 (India)",midday,11,0.2727
ZONE_459,17th Cross Road / HSR Layout Zone,12.911905853846152,77.6490874846154,13,13,8.24,Low,HSR Layout,"17th Cross Road, Vanganahalli, Sector 1, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",night,4,0.1538
ZONE_495,Kodigehalli Road / Kodigehalli Zone,13.063589927272728,77.57198726363636,11,13,8.2,Low,Kodigehalli,"Kodigehalli Road, Sri Chigaru Marappa Circle, Virupakshapura, Bengaluru, Karnataka. Pin-560097 (India)",night,2,0.1818
ZONE_457,Manipal County Road / Electronic City Zone,12.875272592857144,77.63986387857142,14,14,8.19,Low,Electronic City,"Manipal County Road, Divya Jyothi Royal County, HAL Layout, Bengaluru, Karnataka. Pin-560068 (India)",night,3,0.0
ZONE_473,Whitefield Road / Mahadevapura Zone,12.988424191666667,77.72943736666666,12,17,8.18,Low,Mahadevapura,"Whitefield Road, Embassy East Avenue, EPIP Zone Phase 1, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",midday,3,0.1667
ZONE_439,Shile Havamana Road / Kodigehalli Zone,13.064031073333332,77.57791962666668,15,15,8.15,Low,Kodigehalli,"Shile Havamana Road, Mahalakshmi, Dasappa Layout, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",night,4,0.0667
ZONE_456,Shree Nivasa Nagara Kempu Gouda Road / Vijayanagara Zone,12.976310300000003,77.52544147142855,14,15,8.13,Low,Vijayanagara,"Shree Nivasa Nagara Kempu Gouda Road, Shrishylanagar, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",midday,2,0.0
ZONE_510,TC Palya Main Road / Banaswadi Zone,13.020042800000002,77.67455024000002,10,14,8.11,Low,Banaswadi,"TC Palya Main Road, Raghavendra Circle, Ramamurthi Nagar, Bengaluru, Karnataka. Pin-560016 (India)",night,2,0.2
ZONE_426,MK Puttalingaiah Main Road / Devegowda Petrol Bunk Zone,12.91849764375,77.55970338750001,16,16,8.08,Low,Banashankari,"MK Puttalingaiah Main Road, BT Somanna Circle, Padmanabhanagar, Bengaluru, Karnataka. Pin-560070 (India)",midday,12,0.0
ZONE_380,3rd A Cross Road / Adugodi Zone,12.93810674736842,77.62135861052634,19,19,8.01,Low,Adugodi,"3rd A Cross Road, Block 6, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",night,4,0.0
ZONE_467,BTS Main Road / Mico Bande Zone,12.948446130769232,77.60201327692307,13,13,7.94,Low,Wilson Garden,"BTS Main Road, Wilson Vintage, Shamanna Garden, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",midday,12,0.0769
ZONE_527,60 Feet Road / Jnanabharathi Zone,12.966092510000001,77.50925494,10,10,7.89,Low,Jnanabharathi,"60 Feet Road, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",night,2,0.2
ZONE_519,Ramesh Nagar Main Road / HAL Old Airport Zone,12.954835249999999,77.68019488,10,11,7.77,Low,HAL Old Airport,"Ramesh Nagar Main Road, HAL Industrial Area, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",midday,14,0.3
ZONE_462,Chunchaghatta Main Road / Thalagattapura Zone,12.885847061538461,77.5707874,13,13,7.4,Low,Thalagattapura,"Chunchaghatta Main Road, KC Circle, Chunchgatta, Bengaluru, Karnataka. Pin-560062 (India)",midday,13,0.0
ZONE_498,20th Cross Road / HSR Layout Zone,12.909359045454545,77.65192097272728,11,11,6.97,Low,HSR Layout,"20th Cross Road, Parangipalya, Sector 2, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",midday,12,0.1818
ZONE_386,Maruti Mandir Road / Chikkabanavara Zone,13.085203484210528,77.48646901578948,19,19,6.97,Low,Chikkabanavara,"Maruti Mandir Road, MSPP Layout, Soladevanahalli, Bengaluru, Karnataka. Pin-560107 (India)",night,5,0.0
ZONE_436,BDA 80 Feet Road / Hulimavu Zone,12.884524457438493,77.60199120637351,15,15,6.95,Low,Hulimavu,"BDA 80 Feet Road, Jagdish Circle, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",night,3,0.0
ZONE_496,Pipeline Road / Chikkabanavara Zone,13.05071728181818,77.51538668181819,11,11,6.91,Low,Chikkabanavara,"Pipeline Road, Josy Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",night,3,0.0
ZONE_477,Mumbai Bengaluru Highway / No Police Station Zone,13.054542641666666,77.48192675000001,12,12,6.88,Low,No Police Station,"Mumbai Bengaluru Highway, Anchepalya Village, Bengaluru, Karnataka. Pin-560073 (India)",midday,12,0.0
ZONE_466,Krishna Rao Sindya Road / Vasavi Circle Zone,12.950636107692306,77.57808746153846,13,13,6.8,Low,V.V.Puram (C.Pet),"Krishna Rao Sindya Road, Sajjan Rao Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",midday,12,0.0
ZONE_494,Airport City Avenue / Devanahalli Airport Zone,13.195470436363637,77.68080666363636,11,11,6.8,Low,Devanahalli Airport,"Airport City Avenue, Yerthiganahalli, Bengaluru, Karnataka. Pin-562157 (India)",midday,2,0.0909
ZONE_515,RV Road / Minerva Circle Zone,12.952334299999999,77.5797231,10,10,6.71,Low,V.V.Puram (C.Pet),"RV Road, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",night,2,0.1
ZONE_522,Bannerghatta Main Road / Dairy Circle Zone,12.93342076,77.6013368,10,12,6.7,Low,Mico Layout,"Bannerghatta Main Road, IBC Knowledge Park, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",midday,3,0.1
ZONE_489,Doddabommasandra Main Road / Jalahalli Zone,13.058760858333335,77.55915057499999,12,12,6.54,Low,Jalahalli,"Doddabommasandra Main Road, Jayalakshmamma Layout, Dodda Bommasandra, Bengaluru, Karnataka. Pin-560097 (India)",midday,14,0.0
ZONE_530,1st Main Road / Kodigehalli Zone,13.03604451,77.57168134,10,10,6.51,Low,Kodigehalli,"1st Main Road, Judicial Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",night,3,0.1
ZONE_445,Bellary Road / Yelahanka Zone,13.110024857142852,77.60402965714285,14,14,6.28,Low,Yelahanka,"Bellary Road, Embassy Business Hub, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",night,4,0.0
ZONE_537,Chinmaya Mission Hospital Road / Jeevanbheemanagar Zone,12.9782576,77.63368187500001,8,14,6.24,Low,Jeevanbheemanagar,"Chinmaya Mission Hospital Road, Bangalore Metropolitan Transport Corporation Quarters, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",midday,11,0.125
ZONE_427,Thanisandra Main Road / Hennuru Zone,13.086987324999999,77.63519074999999,16,16,6.14,Low,Hennuru,"Thanisandra Main Road, Orchid Piccadilly, Chokkanahalli, Bengaluru, Karnataka. Pin-560064 (India)",night,4,0.0
ZONE_441,1st Cross Road / Peenya Zone,13.03609488,77.51911439999999,15,15,6.07,Low,Peenya,"1st Cross Road, Peenya SRS, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",night,4,0.0
ZONE_469,Shankara Mutt Road / Vanivillas Zone,12.951269623076922,77.56992783846154,13,13,6.07,Low,V.V.Puram (C.Pet),"Shankara Mutt Road, Sankarapuram, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",night,2,0.0
ZONE_504,Nagarabhavi Main Road / 5th Main Chamrajpet Zone,12.975641645454544,77.53450094545454,11,11,5.73,Low,Vijayanagara,"Nagarabhavi Main Road, Gangadhara Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",midday,12,0.0
ZONE_492,Sri Lakshmi Venkateshwara Swamy Temple Road / HSR Layout Zone,12.901624533333333,77.63884214166667,12,12,5.59,Low,HSR Layout,"Sri Lakshmi Venkateshwara Swamy Temple Road, Gollarapalya, Bengaluru, Karnataka. Pin-560068 (India)",night,5,0.0
ZONE_532,Mumbai Bengaluru Highway / No Police Station Zone,13.06776923,77.44936356000001,10,10,5.5,Low,No Police Station,"Mumbai Bengaluru Highway, Alur Village, Bengaluru, Karnataka. Pin-562162 (India)",night,2,0.2
ZONE_518,Kasthuri Nagar Main Road / Banaswadi Zone,13.007644539999998,77.65884111,10,10,4.81,Low,Banaswadi,"Kasthuri Nagar Main Road, Rakesh Fantasy Garden Doctors Layout, Kasturi Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",night,5,0.0
ZONE_517,Bagaluru Main Road / Yelahanka Zone,13.121958639999999,77.62776983,10,10,4.64,Low,Yelahanka,"Bagaluru Main Road, Durgamba Layout, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",night,4,0.0
ZONE_534,Unnamed Road / Hulimavu Zone,12.884954982379009,77.63495602788093,10,10,4.44,Low,Hulimavu,"Unnamed Road, VVS Layout, Begur, Bengaluru, Karnataka. Pin-560068 (India)",night,4,0.0
ZONE_493,Yelahanka New Town Main Road / Yelahanka Zone,13.100042181818184,77.57967980909089,11,11,4.36,Low,Yelahanka,"Yelahanka New Town Main Road, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",night,3,0.0
ZONE_526,Sarjapur Marathahalli Road / Adugodi Zone,12.924331853787843,77.62878228621094,10,10,4.3,Low,Adugodi,"Sarjapur Marathahalli Road, Krupanidhi College Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",night,5,0.0
ZONE_533,Hennur Main Road / Hennuru Zone,13.060791899999998,77.64879389000001,10,10,4.29,Low,Hennuru,"Hennur Main Road, Narayanpura, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",midday,11,0.1
ZONE_516,Bangalore University Road / Jnanabharathi Zone,12.948854072215957,77.49966429687359,10,10,4.25,Low,Jnanabharathi,"Bangalore University Road, Bangalore University, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",midday,11,0.0
ZONE_478,Hesaraghatta Main Road / Chikkabanavara Zone,13.072542500000003,77.50330128333333,12,12,4.05,Low,Chikkabanavara,"Hesaraghatta Main Road, Janapriya Nivas, Chikkasandra, Bengaluru, Karnataka. Pin-560090 (India)",night,4,0.0
ZONE_536,4th Main Road / Prasanna Zone,12.977522477777777,77.55118723333334,9,9,4.04,Low,Magadi Road,"4th Main Road, Rajajinagar IT Park, Industrial Estate, Rajaji Nagar, Bengaluru, Karnataka. Pin-560044 (India)",night,2,0.0
ZONE_524,60 Feet Road / HAL Old Airport Zone,12.96116094,77.71360753000002,10,10,3.88,Low,HAL Old Airport,"60 Feet Road, Periwinkle Residency Block D, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",night,5,0.0
ZONE_521,80 Feet Main Road / Banashankari Zone,12.93773148,77.54962497,10,10,3.54,Low,Banashankari,"80 Feet Main Road, Seetha Circle, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560050 (India)",midday,13,0.0
ZONE_539,1st Cross Road / Commando Hospital Zone,12.969966083333334,77.62646685,6,6,2.95,Low,Halasur,"1st Cross Road, Adarsh Crystal, Keshwaraj Layout, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",night,4,0.1667
ZONE_538,Mumbai Bengaluru Highway / No Police Station Zone,13.057570128571427,77.47060457142857,7,7,1.05,Low,No Police Station,"Mumbai Bengaluru Highway, Madavara, Bengaluru, Karnataka. Pin-560073 (India)",night,2,0.0
